user_id,channel,event_name,event_timestamp,amount,is_fraud,kyc_result
U000015,referido,repeat_transaction,2024-02-21 08:36:03.207329,20.14,False,
U000015,referido,repeat_transaction,2024-02-23 13:10:48.900898,67.73,False,
U000015,referido,repeat_transaction,2024-02-29 16:31:32.010268,63.08,False,
U000015,referido,repeat_transaction,2024-03-08 18:00:12.074596,38.33,False,
U000015,referido,repeat_transaction,2024-03-11 11:07:54.824004,80.57,False,
U000016,organico,signup,2024-02-09 14:08:18.303921,,,
U000016,organico,login,2024-02-11 13:22:47.752969,,,
U000016,organico,view_service,2024-02-11 23:04:21.759912,,,
U000016,organico,start_application,2024-02-14 13:07:37.079222,,,
U000016,organico,complete_kyc,2024-02-15 13:22:25.126824,,,kyc_approved
U000016,organico,first_transaction,2024-02-16 09:40:54.396797,50.77,False,
U000016,organico,repeat_transaction,2024-02-18 01:57:53.685997,20.06,False,
U000016,organico,repeat_transaction,2024-02-26 18:51:13.541580,47.38,False,
U000016,organico,repeat_transaction,2024-03-04 15:43:01.411153,18.7,False,
U000016,organico,repeat_transaction,2024-03-05 18:54:17.120364,67.69,False,
U000016,organico,repeat_transaction,2024-03-13 13:40:29.656290,35.34,False,
U000016,organico,repeat_transaction,2024-03-18 05:27:37.227754,32.16,False,
U000016,organico,repeat_transaction,2024-03-27 00:13:29.374152,22.72,False,
U000016,organico,repeat_transaction,2024-03-29 11:47:11.199754,86.12,True,
U000016,organico,repeat_transaction,2024-04-03 00:07:03.158454,32.85,False,
U000016,organico,repeat_transaction,2024-04-11 01:42:19.746297,27.12,False,
U000016,organico,repeat_transaction,2024-04-18 08:10:09.299496,28.6,False,
U000016,organico,repeat_transaction,2024-04-26 09:22:31.224045,53.12,False,
U000016,organico,repeat_transaction,2024-05-01 18:29:46.913747,47.27,False,
U000016,organico,repeat_transaction,2024-05-04 17:31:11.132354,48.86,False,
U000017,organico,signup,2024-01-30 06:35:23.298709,,,
U000017,organico,login,2024-01-31 08:07:50.689475,,,
U000017,organico,view_service,2024-01-31 20:20:35.662486,,,
U000018,organico,signup,2024-01-08 23:28:44.852660,,,
U000018,organico,login,2024-01-10 02:51:59.680384,,,
U000018,organico,view_service,2024-01-10 03:52:06.206507,,,
U000018,organico,start_application,2024-01-12 03:14:00.676399,,,
U000018,organico,complete_kyc,2024-01-14 09:42:45.692817,,,kyc_approved
U000018,organico,first_transaction,2024-01-15 17:53:33.239906,49.48,False,
U000018,organico,repeat_transaction,2024-01-22 18:58:39.557280,163.88,False,
U000018,organico,repeat_transaction,2024-01-26 15:16:18.945101,27.54,False,
U000018,organico,repeat_transaction,2024-01-28 06:56:28.470931,25.57,False,
U000019,referido,signup,2024-03-31 17:19:35.704824,,,
U000019,referido,login,2024-04-02 14:07:46.951965,,,
U000020,referido,signup,2024-03-05 22:19:35.416438,,,
U000020,referido,login,2024-03-05 22:48:04.433035,,,
U000021,organico,signup,2024-03-02 15:27:14.199916,,,
U000021,organico,login,2024-03-02 20:40:51.483912,,,
U000021,organico,view_service,2024-03-03 03:15:13.346778,,,
U000022,pagado,signup,2024-01-20 22:59:30.860306,,,
U000022,pagado,login,2024-01-22 18:27:27.084828,,,
U000023,organico,signup,2024-02-09 09:33:50.378807,,,
U000023,organico,login,2024-02-10 16:10:54.209589,,,
U000023,organico,view_service,2024-02-11 09:59:03.138507,,,
U000024,organico,signup,2024-01-02 22:41:32.653665,,,
U000024,organico,login,2024-01-04 00:55:34.243136,,,
U000025,pagado,signup,2024-01-15 10:56:28.569439,,,
U000025,pagado,login,2024-01-17 01:10:31.899694,,,
U000026,referido,signup,2024-01-21 03:45:14.531599,,,
U000026,referido,login,2024-01-22 22:12:14.719517,,,
U000026,referido,view_service,2024-01-23 13:07:08.154922,,,
U000026,referido,start_application,2024-01-26 08:04:38.557024,,,
U000026,referido,complete_kyc,2024-01-29 19:08:49.995384,,,kyc_rejected
U000027,pagado,signup,2024-03-21 08:27:13.949130,,,
U000027,pagado,login,2024-03-23 05:08:23.840520,,,
U000028,referido,signup,2024-03-15 05:37:18.698991,,,
U000028,referido,login,2024-03-16 23:29:55.139035,,,
U000029,organico,signup,2024-03-15 22:52:27.644598,,,
U000029,organico,login,2024-03-16 09:52:34.210447,,,
U000029,organico,view_service,2024-03-16 14:33:05.860797,,,
U000029,organico,start_application,2024-03-19 04:47:54.976312,,,
U000029,organico,complete_kyc,2024-03-23 01:38:11.450284,,,kyc_approved
U000029,organico,first_transaction,2024-03-23 20:52:51.990883,20.7,False,
U000029,organico,repeat_transaction,2024-03-25 21:47:41.737123,56.33,False,
U000030,organico,signup,2024-03-28 21:26:43.133084,,,
U000030,organico,login,2024-03-30 08:26:33.443343,,,
U000030,organico,view_service,2024-03-30 23:00:40.770675,,,
U000031,organico,signup,2024-02-23 03:32:36.650760,,,
U000031,organico,login,2024-02-24 23:58:42.832299,,,
U000031,organico,view_service,2024-02-25 17:15:32.086825,,,
U000032,pagado,signup,2024-02-01 00:45:57.792000,,,
U000032,pagado,login,2024-02-01 15:15:05.363930,,,
U000032,pagado,view_service,2024-02-02 01:04:57.000511,,,
U000033,organico,signup,2024-01-29 15:12:07.999837,,,
U000033,organico,login,2024-01-30 11:53:37.912421,,,
U000033,organico,view_service,2024-01-31 03:37:26.631297,,,
U000034,organico,signup,2024-03-13 19:29:09.871377,,,
U000034,organico,login,2024-03-15 01:54:14.192545,,,
U000034,organico,view_service,2024-03-15 21:33:18.663657,,,
U000035,pagado,signup,2024-01-22 10:00:10.644982,,,
U000035,pagado,login,2024-01-23 08:51:43.156179,,,
U000036,organico,signup,2024-02-08 22:18:25.030414,,,
U000036,organico,login,2024-02-09 22:05:15.429438,,,
U000036,organico,view_service,2024-02-10 13:51:00.751156,,,
U000036,organico,start_application,2024-02-12 19:56:40.396284,,,
U000036,organico,complete_kyc,2024-02-15 21:59:02.275916,,,kyc_approved
U000036,organico,first_transaction,2024-02-16 06:30:32.175309,80.66,False,
U000036,organico,repeat_transaction,2024-02-22 06:54:30.920749,33.79,False,
U000037,organico,signup,2024-02-21 14:53:37.601457,,,
U000037,organico,login,2024-02-23 06:01:57.323581,,,
U000038,organico,signup,2024-03-24 01:30:29.320110,,,
U000038,organico,login,2024-03-24 23:09:59.349050,,,
U000039,pagado,signup,2024-01-23 23:19:40.829081,,,
U000039,pagado,login,2024-01-24 15:30:54.378296,,,
U000040,organico,signup,2024-01-15 22:59:13.445976,,,
U000040,organico,login,2024-01-16 18:57:33.265945,,,
U000040,organico,view_service,2024-01-17 06:10:05.259380,,,
U000040,organico,start_application,2024-01-19 18:09:10.809652,,,
U000040,organico,complete_kyc,2024-01-21 07:50:52.937847,,,kyc_approved
U000041,organico,signup,2024-03-21 20:02:05.933329,,,
U000041,organico,login,2024-03-22 10:26:18.699104,,,
U000041,organico,view_service,2024-03-23 07:50:36.032853,,,
U000042,pagado,signup,2024-03-08 22:00:23.066411,,,
U000042,pagado,login,2024-03-09 11:10:48.031571,,,
U000042,pagado,view_service,2024-03-09 20:32:35.299635,,,
U000043,pagado,signup,2024-03-08 00:24:14.081718,,,
U000044,pagado,signup,2024-01-09 23:36:47.609070,,,
U000044,pagado,login,2024-01-10 12:10:28.963842,,,
U000044,pagado,view_service,2024-01-10 23:06:53.139645,,,
U000044,pagado,start_application,2024-01-13 14:27:39.153622,,,
U000044,pagado,complete_kyc,2024-01-14 17:32:03.778079,,,kyc_rejected
U000045,organico,signup,2024-01-07 15:21:03.551121,,,
U000045,organico,login,2024-01-09 13:18:17.880464,,,
U000045,organico,view_service,2024-01-09 14:05:53.286967,,,
U000045,organico,start_application,2024-01-12 02:32:19.281539,,,
U000045,organico,complete_kyc,2024-01-14 14:22:34.480273,,,kyc_approved
U000045,organico,first_transaction,2024-01-14 19:57:19.796360,20.33,False,
U000045,organico,repeat_transaction,2024-01-22 17:36:19.757642,20.55,False,
U000045,organico,repeat_transaction,2024-01-29 04:46:15.408892,57.71,False,
U000045,organico,repeat_transaction,2024-01-31 05:30:36.169676,61.58,False,
U000045,organico,repeat_transaction,2024-02-09 21:53:23.042787,53.53,False,
U000045,organico,repeat_transaction,2024-02-11 03:26:10.586454,22.97,False,
U000046,pagado,signup,2024-03-28 15:10:22.933636,,,
U000046,pagado,login,2024-03-30 00:21:12.483519,,,
U000046,pagado,view_service,2024-03-30 02:50:38.414075,,,
U000047,referido,signup,2024-03-12 18:49:30.858626,,,
U000047,referido,login,2024-03-13 19:09:38.737198,,,
U000047,referido,view_service,2024-03-14 15:33:29.147758,,,
U000048,organico,signup,2024-03-29 02:33:18.675828,,,
U000048,organico,login,2024-03-29 23:30:54.079113,,,
U000048,organico,view_service,2024-03-30 22:41:17.224220,,,
U000048,organico,start_application,2024-04-02 08:53:51.510016,,,
U000048,organico,complete_kyc,2024-04-04 12:47:35.355253,,,kyc_approved
U000048,organico,first_transaction,2024-04-05 23:54:33.515648,43.06,False,
U000049,pagado,signup,2024-01-10 16:21:03.629579,,,
U000049,pagado,login,2024-01-11 21:41:09.228657,,,
U000049,pagado,view_service,2024-01-11 22:25:23.742465,,,
U000050,organico,signup,2024-01-21 21:19:36.670628,,,
U000050,organico,login,2024-01-23 07:00:48.796535,,,
U000050,organico,view_service,2024-01-23 07:18:24.025622,,,
U000051,organico,signup,2024-03-07 07:05:13.714042,,,
U000051,organico,login,2024-03-08 14:07:33.210073,,,
U000051,organico,view_service,2024-03-09 09:09:59.881963,,,
U000051,organico,start_application,2024-03-10 01:11:57.894261,,,
U000051,organico,complete_kyc,2024-03-12 19:45:54.318251,,,kyc_approved
U000051,organico,first_transaction,2024-03-13 18:32:03.356933,39.71,False,
U000051,organico,repeat_transaction,2024-03-19 17:25:05.433349,42.65,False,
U000051,organico,repeat_transaction,2024-03-24 19:25:37.749744,67.36,False,
U000051,organico,repeat_transaction,2024-03-27 21:13:24.130658,42.8,False,
U000051,organico,repeat_transaction,2024-03-31 17:22:54.211917,58.86,False,
U000051,organico,repeat_transaction,2024-04-10 06:46:16.602879,38.37,False,
U000051,organico,repeat_transaction,2024-04-13 00:08:38.863492,44.81,False,
U000051,organico,repeat_transaction,2024-04-16 11:52:04.973423,56.93,False,
U000051,organico,repeat_transaction,2024-04-24 08:04:22.632865,13.2,False,
U000051,organico,repeat_transaction,2024-05-04 03:51:47.699113,29.26,False,
U000051,organico,repeat_transaction,2024-05-07 19:51:08.948948,26.33,False,
U000051,organico,repeat_transaction,2024-05-11 13:08:32.225984,23.4,False,
U000051,organico,repeat_transaction,2024-05-13 16:29:03.135562,30.19,False,
U000052,organico,signup,2024-01-29 05:40:23.890761,,,
U000052,organico,login,2024-01-29 10:41:14.104573,,,
U000052,organico,view_service,2024-01-29 17:32:49.841359,,,
U000053,organico,signup,2024-03-29 03:32:03.805982,,,
U000053,organico,login,2024-03-29 06:45:51.627933,,,
U000053,organico,view_service,2024-03-29 20:38:02.392044,,,
U000054,organico,signup,2024-03-15 22:50:45.240615,,,
U000054,organico,login,2024-03-17 01:40:39.354704,,,
U000054,organico,view_service,2024-03-17 16:00:17.411315,,,
U000055,pagado,signup,2024-02-06 03:25:14.309542,,,
U000055,pagado,login,2024-02-07 00:03:41.726486,,,
U000055,pagado,view_service,2024-02-07 01:33:14.783329,,,
U000056,organico,signup,2024-03-11 06:31:28.222089,,,
U000056,organico,login,2024-03-11 18:06:50.573327,,,
U000056,organico,view_service,2024-03-11 21:54:46.815431,,,
U000057,pagado,signup,2024-02-13 07:47:39.520269,,,
U000057,pagado,login,2024-02-15 01:04:10.105021,,,
U000057,pagado,view_service,2024-02-15 06:42:35.905588,,,
U000057,pagado,start_application,2024-02-17 15:42:02.471915,,,
U000057,pagado,complete_kyc,2024-02-20 00:31:32.132684,,,kyc_approved
U000057,pagado,first_transaction,2024-02-20 06:07:24.158280,104.22,False,
U000057,pagado,repeat_transaction,2024-02-28 16:40:32.548024,19.96,False,
U000057,pagado,repeat_transaction,2024-03-02 04:30:54.108922,72.08,False,
U000057,pagado,repeat_transaction,2024-03-09 22:17:23.633603,11.27,False,
U000057,pagado,repeat_transaction,2024-03-13 12:37:47.227070,28.95,False,
U000057,pagado,repeat_transaction,2024-03-20 17:23:03.233037,41.01,False,
U000058,referido,signup,2024-02-16 12:52:15.556220,,,
U000058,referido,login,2024-02-17 09:39:54.579068,,,
U000058,referido,view_service,2024-02-17 15:42:41.299614,,,
U000058,referido,start_application,2024-02-20 12:58:22.369306,,,
U000058,referido,complete_kyc,2024-02-23 21:18:24.940767,,,kyc_approved
U000059,referido,signup,2024-03-02 18:35:47.352186,,,
U000059,referido,login,2024-03-03 17:14:00.514148,,,
U000059,referido,view_service,2024-03-04 15:13:24.309923,,,
U000059,referido,start_application,2024-03-06 09:24:31.030130,,,
U000059,referido,complete_kyc,2024-03-08 22:31:50.016678,,,kyc_approved
U000059,referido,first_transaction,2024-03-09 15:17:52.421225,55.17,False,
U000060,referido,signup,2024-02-01 09:01:26.693422,,,
U000060,referido,login,2024-02-03 00:05:38.020452,,,
U000060,referido,view_service,2024-02-03 11:02:13.110292,,,
U000060,referido,start_application,2024-02-04 10:22:49.297132,,,
U000060,referido,complete_kyc,2024-02-08 07:31:58.806209,,,kyc_approved
U000060,referido,first_transaction,2024-02-10 06:57:50.083606,60.21,False,
U000060,referido,repeat_transaction,2024-02-11 18:40:19.180395,63.77,False,
U000060,referido,repeat_transaction,2024-02-18 09:09:39.279730,28.67,False,
U000060,referido,repeat_transaction,2024-02-23 08:38:30.326900,26.48,False,
U000060,referido,repeat_transaction,2024-02-26 18:19:33.257781,66.73,False,
U000060,referido,repeat_transaction,2024-03-01 08:32:24.720924,32.01,False,
U000060,referido,repeat_transaction,2024-03-06 17:14:16.614232,14.98,False,
U000060,referido,repeat_transaction,2024-03-13 09:19:21.936830,16.56,False,
U000061,pagado,signup,2024-01-29 23:32:54.549876,,,
U000061,pagado,login,2024-01-31 15:57:06.545614,,,
U000061,pagado,view_service,2024-02-01 14:41:02.122820,,,
U000062,organico,signup,2024-03-26 05:32:07.032854,,,
U000062,organico,login,2024-03-27 04:44:49.259905,,,
U000062,organico,view_service,2024-03-27 15:44:13.389584,,,
U000062,organico,start_application,2024-03-28 05:32:30.978000,,,
U000062,organico,complete_kyc,2024-03-30 15:16:56.996424,,,kyc_approved
U000062,organico,first_transaction,2024-03-30 18:43:35.046551,19.23,False,
U000063,organico,signup,2024-03-13 03:52:54.265312,,,
U000063,organico,login,2024-03-14 20:05:48.613406,,,
U000063,organico,view_service,2024-03-15 11:57:08.705134,,,
U000064,organico,signup,2024-02-14 22:09:21.426224,,,
U000064,organico,login,2024-02-16 18:56:22.469200,,,
U000065,referido,signup,2024-01-23 21:00:40.592784,,,
U000065,referido,login,2024-01-24 12:21:06.918652,,,
U000065,referido,view_service,2024-01-25 10:16:42.867721,,,
U000065,referido,start_application,2024-01-28 09:26:43.947983,,,
U000065,referido,complete_kyc,2024-01-31 13:37:08.888532,,,kyc_approved
U000065,referido,first_transaction,2024-02-02 11:56:03.214685,51.83,False,
U000066,organico,signup,2024-01-11 21:04:06.552591,,,
U000066,organico,login,2024-01-11 21:54:13.092376,,,
U000066,organico,view_service,2024-01-12 18:48:44.933166,,,
U000067,organico,signup,2024-03-12 14:27:18.633092,,,
U000067,organico,login,2024-03-12 18:24:08.206973,,,
U000067,organico,view_service,2024-03-13 10:36:11.310205,,,
U000068,referido,signup,2024-02-28 07:11:05.118169,,,
U000068,referido,login,2024-02-29 12:51:39.827728,,,
U000068,referido,view_service,2024-03-01 05:18:08.759033,,,
U000068,referido,start_application,2024-03-01 21:45:31.307929,,,
U000068,referido,complete_kyc,2024-03-02 06:53:23.721847,,,kyc_rejected
U000069,pagado,signup,2024-03-05 10:48:58.914426,,,
U000069,pagado,login,2024-03-05 12:18:10.578112,,,
U000069,pagado,view_service,2024-03-05 13:41:49.177959,,,
U000069,pagado,start_application,2024-03-06 20:45:48.146127,,,
U000069,pagado,complete_kyc,2024-03-07 20:35:03.223312,,,kyc_approved
U000069,pagado,first_transaction,2024-03-08 05:18:32.232760,40.44,False,
U000069,pagado,repeat_transaction,2024-03-14 19:09:59.015335,59.34,False,
U000069,pagado,repeat_transaction,2024-03-24 00:20:14.858195,27.14,False,
U000069,pagado,repeat_transaction,2024-03-29 03:56:45.030820,40.89,False,
U000069,pagado,repeat_transaction,2024-04-01 11:05:47.079085,56.71,True,
U000069,pagado,repeat_transaction,2024-04-09 16:53:49.759741,29.47,False,
U000069,pagado,repeat_transaction,2024-04-16 19:15:39.984461,50.39,False,
U000069,pagado,repeat_transaction,2024-04-21 18:40:29.064191,23.03,False,
U000070,pagado,signup,2024-02-28 22:17:27.641834,,,
U000070,pagado,login,2024-02-29 07:56:00.621160,,,
U000070,pagado,view_service,2024-02-29 19:33:22.820185,,,
U000070,pagado,start_application,2024-03-02 12:46:39.289873,,,
U000070,pagado,complete_kyc,2024-03-04 20:10:19.631468,,,kyc_rejected
U000071,organico,signup,2024-03-30 16:09:27.368166,,,
U000071,organico,login,2024-04-01 01:06:26.632693,,,
U000071,organico,view_service,2024-04-01 02:19:55.227995,,,
U000072,organico,signup,2024-02-27 13:23:28.533726,,,
U000072,organico,login,2024-02-29 05:38:51.386175,,,
U000072,organico,view_service,2024-03-01 03:20:02.853540,,,
U000073,organico,signup,2024-01-10 09:46:14.672823,,,
U000073,organico,login,2024-01-10 16:12:04.308346,,,
U000073,organico,view_service,2024-01-11 15:31:06.140038,,,
U000074,referido,signup,2024-02-15 04:08:49.330962,,,
U000074,referido,login,2024-02-15 09:45:49.195315,,,
U000075,organico,signup,2024-03-29 20:17:01.776354,,,
U000076,referido,signup,2024-03-14 18:41:16.484173,,,
U000076,referido,login,2024-03-15 20:29:23.013011,,,
U000076,referido,view_service,2024-03-16 12:39:14.276096,,,
U000077,pagado,signup,2024-03-16 22:59:18.153789,,,
U000077,pagado,login,2024-03-17 00:17:13.404374,,,
U000078,pagado,signup,2024-03-24 14:15:56.072473,,,
U000078,pagado,login,2024-03-26 09:55:30.876844,,,
U000078,pagado,view_service,2024-03-26 19:45:14.145531,,,
U000078,pagado,start_application,2024-03-29 15:53:24.480702,,,
U000078,pagado,complete_kyc,2024-03-30 21:27:25.024804,,,kyc_approved
U000078,pagado,first_transaction,2024-04-01 16:03:24.019967,28.39,False,
U000078,pagado,repeat_transaction,2024-04-11 05:07:22.505484,28.02,False,
U000078,pagado,repeat_transaction,2024-04-17 01:48:16.189930,15.85,False,
U000078,pagado,repeat_transaction,2024-04-24 14:44:59.689403,51.46,False,
U000078,pagado,repeat_transaction,2024-05-01 12:12:46.956894,26.35,False,
U000078,pagado,repeat_transaction,2024-05-08 01:11:38.118540,36.92,False,
U000078,pagado,repeat_transaction,2024-05-11 13:37:04.051471,51.24,False,
U000078,pagado,repeat_transaction,2024-05-14 12:32:52.958292,50.03,False,
U000078,pagado,repeat_transaction,2024-05-17 15:32:54.145780,58.31,False,
U000078,pagado,repeat_transaction,2024-05-27 11:25:43.539549,34.16,False,
U000078,pagado,repeat_transaction,2024-06-05 14:11:42.514330,27.21,False,
U000078,pagado,repeat_transaction,2024-06-07 03:16:26.263666,34.61,False,
U000079,referido,signup,2024-03-28 05:38:37.999005,,,
U000079,referido,login,2024-03-29 12:22:32.157876,,,
U000080,organico,signup,2024-02-02 00:06:41.326520,,,
U000080,organico,login,2024-02-03 15:57:35.114370,,,
U000080,organico,view_service,2024-02-04 06:03:13.063836,,,
U000081,organico,signup,2024-03-12 11:33:48.881380,,,
U000081,organico,login,2024-03-14 10:47:54.692436,,,
U000082,pagado,signup,2024-03-13 23:25:41.128442,,,
U000082,pagado,login,2024-03-14 16:41:16.427070,,,
U000083,pagado,signup,2024-01-03 16:27:21.458102,,,
U000083,pagado,login,2024-01-03 21:59:59.144564,,,
U000083,pagado,view_service,2024-01-04 08:47:09.433538,,,
U000083,pagado,start_application,2024-01-06 03:34:13.945603,,,
U000083,pagado,complete_kyc,2024-01-07 23:14:13.408968,,,kyc_approved
U000083,pagado,first_transaction,2024-01-09 10:10:19.191399,11.23,False,
U000084,organico,signup,2024-02-28 22:21:48.575636,,,
U000084,organico,login,2024-02-29 18:52:55.198545,,,
U000084,organico,view_service,2024-03-01 11:59:38.439915,,,
U000085,referido,signup,2024-01-31 03:19:17.552884,,,
U000085,referido,login,2024-02-01 07:27:37.839777,,,
U000085,referido,view_service,2024-02-01 16:37:59.417043,,,
U000086,organico,signup,2024-02-16 22:18:54.376952,,,
U000086,organico,login,2024-02-18 05:46:33.079347,,,
U000087,pagado,signup,2024-03-20 07:47:06.289861,,,
U000087,pagado,login,2024-03-21 23:31:06.460982,,,
U000087,pagado,view_service,2024-03-22 17:02:33.651390,,,
U000087,pagado,start_application,2024-03-23 15:36:47.252544,,,
U000087,pagado,complete_kyc,2024-03-24 16:27:18.364575,,,kyc_rejected
U000088,pagado,signup,2024-02-13 18:36:28.900056,,,
U000088,pagado,login,2024-02-15 06:22:25.821903,,,
U000088,pagado,view_service,2024-02-15 09:32:24.376310,,,
U000088,pagado,start_application,2024-02-18 06:25:17.093947,,,
U000088,pagado,complete_kyc,2024-02-20 12:33:43.840531,,,kyc_approved
U000088,pagado,first_transaction,2024-02-22 06:30:28.695799,13.29,False,
U000088,pagado,repeat_transaction,2024-02-29 18:15:25.479592,14.5,False,
U000088,pagado,repeat_transaction,2024-03-07 03:56:44.366528,18.21,False,
U000088,pagado,repeat_transaction,2024-03-13 08:46:33.806428,48.42,False,
U000088,pagado,repeat_transaction,2024-03-20 06:37:51.955632,19.42,False,
U000088,pagado,repeat_transaction,2024-03-22 06:00:22.569419,28.09,False,
U000088,pagado,repeat_transaction,2024-03-26 13:23:58.042377,90.87,False,
U000088,pagado,repeat_transaction,2024-04-01 17:24:18.205745,28.52,False,
U000088,pagado,repeat_transaction,2024-04-10 07:57:30.859194,61.33,False,
U000088,pagado,repeat_transaction,2024-04-18 16:44:19.585173,19.04,False,
U000088,pagado,repeat_transaction,2024-04-25 11:33:42.454967,31.7,False,
U000088,pagado,repeat_transaction,2024-05-04 20:14:38.399645,18.82,False,
U000088,pagado,repeat_transaction,2024-05-08 06:00:45.750725,28.87,False,
U000088,pagado,repeat_transaction,2024-05-15 13:47:44.316505,65.91,False,
U000089,organico,signup,2024-03-20 20:29:42.548615,,,
U000089,organico,login,2024-03-22 02:55:26.730477,,,
U000089,organico,view_service,2024-03-22 20:50:36.486597,,,
U000089,organico,start_application,2024-03-24 03:07:45.929283,,,
U000089,organico,complete_kyc,2024-03-25 12:11:05.967815,,,kyc_approved
U000089,organico,first_transaction,2024-03-27 01:29:43.502122,10.92,False,
U000089,organico,repeat_transaction,2024-03-29 11:06:02.435009,49.61,False,
U000090,organico,signup,2024-01-09 18:51:02.919070,,,
U000090,organico,login,2024-01-10 14:47:24.762830,,,
U000090,organico,view_service,2024-01-11 03:06:39.261316,,,
U000090,organico,start_application,2024-01-11 11:11:01.969952,,,
U000090,organico,complete_kyc,2024-01-14 04:27:13.281543,,,kyc_approved
U000090,organico,first_transaction,2024-01-14 19:19:37.121474,43.22,False,
U000091,organico,signup,2024-03-11 01:32:03.357577,,,
U000091,organico,login,2024-03-11 22:15:45.507735,,,
U000091,organico,view_service,2024-03-12 11:04:04.757768,,,
U000091,organico,start_application,2024-03-14 03:20:24.766025,,,
U000091,organico,complete_kyc,2024-03-16 19:38:19.727471,,,kyc_approved
U000091,organico,first_transaction,2024-03-18 07:16:57.333963,24.15,False,
U000091,organico,repeat_transaction,2024-03-27 01:29:54.080548,13.3,False,
U000091,organico,repeat_transaction,2024-04-02 05:21:09.672405,38.49,False,
U000092,organico,signup,2024-01-12 09:16:30.152533,,,
U000092,organico,login,2024-01-13 14:58:59.672937,,,
U000093,referido,signup,2024-01-10 18:37:41.405660,,,
U000093,referido,login,2024-01-11 19:49:33.506575,,,
U000093,referido,view_service,2024-01-12 03:18:25.379296,,,
U000093,referido,start_application,2024-01-13 03:21:16.861542,,,
U000093,referido,complete_kyc,2024-01-13 19:54:40.886568,,,kyc_approved
U000093,referido,first_transaction,2024-01-14 20:26:17.020195,25.26,False,
U000093,referido,repeat_transaction,2024-01-24 11:24:51.496375,43.07,False,
U000093,referido,repeat_transaction,2024-01-26 19:18:55.112847,37.16,False,
U000093,referido,repeat_transaction,2024-01-30 02:36:16.002276,112.31,False,
